,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
131,Byron Howard,Diedrich Bader,AdventureAnimationComedyDramaFamily,Chloë Grace Moretz,Bolt,James Lipton,Byron Howard Diedrich Bader AdventureAnimationComedyDramaFamily Chloë Grace Moretz James Lipton
132,Hoyt Yeatman,Piper Mackenzie Harris,ActionAdventureAnimationComedyFamilyFantasySci-Fi,Kelli Garner,G-Force,Niecy Nash,Hoyt Yeatman Piper Mackenzie Harris ActionAdventureAnimationComedyFamilyFantasySci-Fi Kelli Garner Niecy Nash
133,Jonathan Liebesman,Edgar Ramírez,ActionAdventureFantasy,Liam Neeson,Wrath of the Titans,Lily James,Jonathan Liebesman Edgar Ramírez ActionAdventureFantasy Liam Neeson Lily James
134,Tim Burton,Chloë Grace Moretz,ComedyFantasyHorror,Johnny Depp,Dark Shadows,Christopher Lee,Tim Burton Chloë Grace Moretz ComedyFantasyHorror Johnny Depp Christopher Lee
135,Christopher McQuarrie,Jeremy Renner,ActionAdventureThriller,Tom Cruise,Mission: Impossible - Rogue Nation,Sean Harris,Christopher McQuarrie Jeremy Renner ActionAdventureThriller Tom Cruise Sean Harris
136,Joe Johnston,Simon Merrells,DramaFantasyHorrorThriller,Anthony Hopkins,The Wolfman,Art Malik,Joe Johnston Simon Merrells DramaFantasyHorrorThriller Anthony Hopkins Art Malik
137,David Yates,Alexander Skarsgård,ActionAdventureDramaRomance,Christoph Waltz,The Legend of Tarzan,Casper Crump,David Yates Alexander Skarsgård ActionAdventureDramaRomance Christoph Waltz Casper Crump
138,Steve Hickner,Oprah Winfrey,AdventureAnimationComedyFamily,Matthew Broderick,Bee Movie,Rip Torn,Steve Hickner Oprah Winfrey AdventureAnimationComedyFamily Matthew Broderick Rip Torn
139,Jennifer Yuh Nelson,Gary Oldman,ActionAdventureAnimationComedyFamily,Angelina Jolie Pitt,Kung Fu Panda 2,Mike Bell,Jennifer Yuh Nelson Gary Oldman ActionAdventureAnimationComedyFamily Angelina Jolie Pitt Mike Bell
140,M. Night Shyamalan,Noah Ringer,ActionAdventureFamilyFantasy,Seychelle Gabriel,The Last Airbender,Aasif Mandvi,M. Night Shyamalan Noah Ringer ActionAdventureFamilyFantasy Seychelle Gabriel Aasif Mandvi
141,J.J. Abrams,Tom Cruise,ActionAdventureThriller,Philip Seymour Hoffman,Mission: Impossible III,Eddie Marsan,J.J. Abrams Tom Cruise ActionAdventureThriller Philip Seymour Hoffman Eddie Marsan
142,Roland Emmerich,Jake Weber,ActionDramaThriller,Channing Tatum,White House Down,Matt Craven,Roland Emmerich Jake Weber ActionDramaThriller Channing Tatum Matt Craven
143,Simon Wells,Dan Fogler,ActionAdventureAnimationComedyFamilySci-Fi,Elisabeth Harnois,Mars Needs Moms,Tom Everett Scott,Simon Wells Dan Fogler ActionAdventureAnimationComedyFamilySci-Fi Elisabeth Harnois Tom Everett Scott
144,David Bowers,Kate Winslet,AdventureAnimationComedyFamily,Hugh Jackman,Flushed Away,David Suchet,David Bowers Kate Winslet AdventureAnimationComedyFamily Hugh Jackman David Suchet
145,Joe Wright,Cara Delevingne,AdventureFamilyFantasy,Hugh Jackman,Pan,Nonso Anozie,Joe Wright Cara Delevingne AdventureFamilyFantasy Hugh Jackman Nonso Anozie
146,Rob Minkoff,Zach Callison,AdventureAnimationComedyFamilySci-Fi,Ty Burrell,Mr. Peabody & Sherman,Karan Brar,Rob Minkoff Zach Callison AdventureAnimationComedyFamilySci-Fi Ty Burrell Karan Brar
147,Wolfgang Petersen,Orlando Bloom,Adventure,Brad Pitt,Troy,Julian Glover,Wolfgang Petersen Orlando Bloom Adventure Brad Pitt Julian Glover
148,Eric Darnell,Martin Short,AdventureAnimationComedyFamily,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted,Cedric the Entertainer,Eric Darnell Martin Short AdventureAnimationComedyFamily Jada Pinkett Smith Cedric the Entertainer
149,Lee Tamahori,Colin Salmon,ActionAdventureThriller,Toby Stephens,Die Another Day,Rick Yune,Lee Tamahori Colin Salmon ActionAdventureThriller Toby Stephens Rick Yune
150,Paul Feig,Kate McKinnon,ActionComedyFantasySci-Fi,Ed Begley Jr.,Ghostbusters,Zach Woods,Paul Feig Kate McKinnon ActionComedyFantasySci-Fi Ed Begley Jr. Zach Woods
151,Michael Bay,Steve Buscemi,ActionAdventureSci-FiThriller,Bruce Willis,Armageddon,Will Patton,Michael Bay Steve Buscemi ActionAdventureSci-FiThriller Bruce Willis Will Patton
152,Barry Sonnenfeld,Rosario Dawson,ActionAdventureComedyFamilyFantasyMysterySci-Fi,Will Smith,Men in Black II,Rip Torn,Barry Sonnenfeld Rosario Dawson ActionAdventureComedyFamilyFantasyMysterySci-Fi Will Smith Rip Torn
153,Robert Zemeckis,Anthony Hopkins,ActionAdventureAnimationFantasy,Robin Wright,Beowulf,Sebastian Roché,Robert Zemeckis Anthony Hopkins ActionAdventureAnimationFantasy Robin Wright Sebastian Roché
154,Alessandro Carloni,Angelina Jolie Pitt,ActionAdventureAnimationComedyFamily,J.K. Simmons,Kung Fu Panda 3,Wayne Knight,Alessandro Carloni Angelina Jolie Pitt ActionAdventureAnimationComedyFamily J.K. Simmons Wayne Knight
155,Brad Bird,Jeremy Renner,ActionAdventureThriller,Tom Cruise,Mission: Impossible - Ghost Protocol,Michael Nyqvist,Brad Bird Jeremy Renner ActionAdventureThriller Tom Cruise Michael Nyqvist
156,Peter Ramsey,Kamil McFadden,AdventureAnimationFamilyFantasy,Hugh Jackman,Rise of the Guardians,Khamani Griffin,Peter Ramsey Kamil McFadden AdventureAnimationFamilyFantasy Hugh Jackman Khamani Griffin
157,Dean Parisot,Richard Burgi,ComedyCrime,John Michael Higgins,Fun with Dick and Jane,David Herman,Dean Parisot Richard Burgi ComedyCrime John Michael Higgins David Herman
158,Edward Zwick,Tony Goldwyn,ActionDramaHistoryWar,Tom Cruise,The Last Samurai,Chad Lindberg,Edward Zwick Tony Goldwyn ActionDramaHistoryWar Tom Cruise Chad Lindberg
159,Ridley Scott,María Valverde,ActionAdventureDrama,Christian Bale,Exodus: Gods and Kings,Ben Mendelsohn,Ridley Scott María Valverde ActionAdventureDrama Christian Bale Ben Mendelsohn
160,J.J. Abrams,Leonard Nimoy,ActionAdventureSci-Fi,Chris Hemsworth,Star Trek,Bruce Greenwood,J.J. Abrams Leonard Nimoy ActionAdventureSci-Fi Chris Hemsworth Bruce Greenwood
161,Sam Raimi,James Franco,ActionAdventureFantasyRomance,J.K. Simmons,Spider-Man,Kirsten Dunst,Sam Raimi James Franco ActionAdventureFantasyRomance J.K. Simmons Kirsten Dunst
162,Dean DeBlois,Djimon Hounsou,ActionAdventureAnimationComedyFamilyFantasy,Gerard Butler,How to Train Your Dragon 2,America Ferrera,Dean DeBlois Djimon Hounsou ActionAdventureAnimationComedyFamilyFantasy Gerard Butler America Ferrera
163,Alex Proyas,Elodie Yung,ActionAdventureFantasy,Gerard Butler,Gods of Egypt,Bryan Brown,Alex Proyas Elodie Yung ActionAdventureFantasy Gerard Butler Bryan Brown
164,Rob Cohen,Joe Morton,ActionAdventureSci-FiThriller,Sam Shepard,Stealth,Richard Roxburgh,Rob Cohen Joe Morton ActionAdventureSci-FiThriller Sam Shepard Richard Roxburgh
165,Zack Snyder,Billy Crudup,ActionDramaMysterySci-Fi,Matt Frewer,Watchmen,Stephen McHattie,Zack Snyder Billy Crudup ActionDramaMysterySci-Fi Matt Frewer Stephen McHattie
166,Richard Donner,Rene Russo,ActionCrimeThriller,Jet Li,Lethal Weapon 4,Darlene Love,Richard Donner Rene Russo ActionCrimeThriller Jet Li Darlene Love
167,Ang Lee,Regi Davis,ActionSci-Fi,Kevin Rankin,Hulk,Celia Weston,Ang Lee Regi Davis ActionSci-Fi Kevin Rankin Celia Weston
168,Jon M. Chu,Dwayne Johnson,ActionAdventureSci-FiThriller,Channing Tatum,G.I. Joe: Retaliation,Elodie Yung,Jon M. Chu Dwayne Johnson ActionAdventureSci-FiThriller Channing Tatum Elodie Yung
169,Breck Eisner,Rainn Wilson,ActionAdventureComedyThriller,Matthew McConaughey,Sahara,Delroy Lindo,Breck Eisner Rainn Wilson ActionAdventureComedyThriller Matthew McConaughey Delroy Lindo
170,Hironobu Sakaguchi,Ming-Na Wen,ActionAdventureAnimationFantasyRomanceSci-Fi,Steve Buscemi,Final Fantasy: The Spirits Within,Jean Simmons,Hironobu Sakaguchi Ming-Na Wen ActionAdventureAnimationFantasyRomanceSci-Fi Steve Buscemi Jean Simmons
171,Joe Johnston,Dominic Cooper,ActionAdventureSci-Fi,Chris Evans,Captain America: The First Avenger,Hayley Atwell,Joe Johnston Dominic Cooper ActionAdventureSci-Fi Chris Evans Hayley Atwell
172,Michael Apted,Maria Grazia Cucinotta,ActionAdventureThriller,Colin Salmon,The World Is Not Enough,Desmond Llewelyn,Michael Apted Maria Grazia Cucinotta ActionAdventureThriller Colin Salmon Desmond Llewelyn
173,Peter Weir,Lee Ingleby,ActionAdventureDramaHistoryWar,James D'Arcy,Master and Commander: The Far Side of the World,David Threlfall,Peter Weir Lee Ingleby ActionAdventureDramaHistoryWar James D'Arcy David Threlfall
174,Bill Condon,Kristen Stewart,AdventureDramaFantasyRomance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,Taylor Lautner,Bill Condon Kristen Stewart AdventureDramaFantasyRomance Robert Pattinson Taylor Lautner
175,George Miller,Brad Pitt,AnimationComedyFamilyMusical,Robin Williams,Happy Feet 2,Common,George Miller Brad Pitt AnimationComedyFamilyMusical Robin Williams Common
176,Louis Leterrier,Peter Mensah,ActionAdventureSci-Fi,Ty Burrell,The Incredible Hulk,William Hurt,Louis Leterrier Peter Mensah ActionAdventureSci-Fi Ty Burrell William Hurt
178,Steven Spielberg,Penelope Wilton,AdventureFamilyFantasy,Mark Rylance,The BFG,Rafe Spall,Steven Spielberg Penelope Wilton AdventureFamilyFantasy Mark Rylance Rafe Spall
179,Alejandro G. Iñárritu,Tom Hardy,AdventureDramaThrillerWestern,Leonardo DiCaprio,The Revenant,Lukas Haas,Alejandro G. Iñárritu Tom Hardy AdventureDramaThrillerWestern Leonardo DiCaprio Lukas Haas
180,David Soren,Snoop Dogg,AdventureAnimationComedyFamilySport,Ryan Reynolds,Turbo,Ben Schwartz,David Soren Snoop Dogg AdventureAnimationComedyFamilySport Ryan Reynolds Ben Schwartz
181,Gore Verbinski,Ray Winstone,AdventureAnimationComedyFamilyWestern,Johnny Depp,Rango,Stephen Root,Gore Verbinski Ray Winstone AdventureAnimationComedyFamilyWestern Johnny Depp Stephen Root
182,Eric Darnell,Annet Mahendru,AdventureAnimationComedyFamily,Benedict Cumberbatch,Penguins of Madagascar,Andy Richter,Eric Darnell Annet Mahendru AdventureAnimationComedyFamily Benedict Cumberbatch Andy Richter
183,Paul Greengrass,Edgar Ramírez,ActionMysteryThriller,Matt Damon,The Bourne Ultimatum,Albert Finney,Paul Greengrass Edgar Ramírez ActionMysteryThriller Matt Damon Albert Finney
184,Mark Osborne,Wayne Knight,ActionAdventureAnimationComedyFamily,Angelina Jolie Pitt,Kung Fu Panda,Dan Fogler,Mark Osborne Wayne Knight ActionAdventureAnimationComedyFamily Angelina Jolie Pitt Dan Fogler
185,Peyton Reed,Hayley Atwell,ActionAdventureComedySci-Fi,Judy Greer,Ant-Man,T.I.,Peyton Reed Hayley Atwell ActionAdventureComedySci-Fi Judy Greer T.I.
186,Francis Lawrence,Josh Hutcherson,AdventureSci-FiThriller,Jennifer Lawrence,The Hunger Games: Catching Fire,Sandra Ellis Lafferty,Francis Lawrence Josh Hutcherson AdventureSci-FiThriller Jennifer Lawrence Sandra Ellis Lafferty
187,Bill Condon,Kristen Stewart,AdventureDramaFantasyRomance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,Taylor Lautner,Bill Condon Kristen Stewart AdventureDramaFantasyRomance Robert Pattinson Taylor Lautner
188,Tim Johnson,Matt Jones,AdventureAnimationComedyFamilyFantasySci-Fi,Jim Parsons,Home,April Winchell,Tim Johnson Matt Jones AdventureAnimationComedyFamilyFantasySci-Fi Jim Parsons April Winchell
189,Steven Spielberg,Lisa Ann Walter,AdventureSci-FiThriller,Tom Cruise,War of the Worlds,Rick Gonzalez,Steven Spielberg Lisa Ann Walter AdventureSci-FiThriller Tom Cruise Rick Gonzalez
190,Michael Bay,Henry Rollins,ActionComedyCrimeThriller,Will Smith,Bad Boys II,Jordi Mollà,Michael Bay Henry Rollins ActionComedyCrimeThriller Will Smith Jordi Mollà
191,Chris Miller,Constance Marie,ActionAdventureAnimationComedyFamilyFantasy,Salma Hayek,Puss in Boots,Amy Sedaris,Chris Miller Constance Marie ActionAdventureAnimationComedyFamilyFantasy Salma Hayek Amy Sedaris
192,Phillip Noyce,Andre Braugher,ActionCrimeMysteryThriller,Angelina Jolie Pitt,Salt,August Diehl,Phillip Noyce Andre Braugher ActionCrimeMysteryThriller Angelina Jolie Pitt August Diehl
193,Darren Aronofsky,Emma Watson,ActionAdventureDrama,Anthony Hopkins,Noah,Logan Lerman,Darren Aronofsky Emma Watson ActionAdventureDrama Anthony Hopkins Logan Lerman
194,Steven Spielberg,Mackenzie Crook,ActionAdventureFamilyMystery,Toby Jones,The Adventures of Tintin,Tony Curran,Steven Spielberg Mackenzie Crook ActionAdventureFamilyMystery Toby Jones Tony Curran
195,Alfonso Cuarón,Gary Oldman,AdventureFamilyFantasyMystery,Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban,Rupert Grint,Alfonso Cuarón Gary Oldman AdventureFamilyFantasyMystery Daniel Radcliffe Rupert Grint
196,Baz Luhrmann,Bryan Brown,AdventureDramaRomanceWar,Essie Davis,Australia,Eddie Baroo,Baz Luhrmann Bryan Brown AdventureDramaRomanceWar Essie Davis Eddie Baroo
197,M. Night Shyamalan,Zoë Kravitz,ActionAdventureSci-Fi,Will Smith,After Earth,Glenn Morshower,M. Night Shyamalan Zoë Kravitz ActionAdventureSci-Fi Will Smith Glenn Morshower
198,Eric Leighton,D.B. Sweeney,AdventureAnimationFamilyThriller,Alfre Woodard,Dinosaur,Della Reese,Eric Leighton D.B. Sweeney AdventureAnimationFamilyThriller Alfre Woodard Della Reese
199,Matt Birch,Dave Legeno,ActionFantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part II,Ralph Ineson,Matt Birch Dave Legeno ActionFantasy Rupert Grint Ralph Ineson
200,Shawn Levy,Rami Malek,AdventureComedyFamilyFantasy,Robin Williams,Night at the Museum: Secret of the Tomb,Steve Coogan,Shawn Levy Rami Malek AdventureComedyFamilyFantasy Robin Williams Steve Coogan
201,Tom McGrath,Brad Pitt,ActionAnimationComedyFamilySci-Fi,J.K. Simmons,Megamind,Will Ferrell,Tom McGrath Brad Pitt ActionAnimationComedyFamilySci-Fi J.K. Simmons Will Ferrell
202,Chris Columbus,Fiona Shaw,AdventureFamilyFantasy,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone,Verne Troyer,Chris Columbus Fiona Shaw AdventureFamilyFantasy Daniel Radcliffe Verne Troyer
203,Robert Schwentke,Jeff Bridges,ActionComedyFantasy,Ryan Reynolds,R.I.P.D.,Stephanie Szostak,Robert Schwentke Jeff Bridges ActionComedyFantasy Ryan Reynolds Stephanie Szostak
204,Hideaki Anno,Shin'ya Tsukamoto,ActionAdventureDramaHorrorSci-Fi,Mark Chinnery,Godzilla Resurgence,Atsuko Maeda,Hideaki Anno Shin'ya Tsukamoto ActionAdventureDramaHorrorSci-Fi Mark Chinnery Atsuko Maeda
205,Gore Verbinski,Orlando Bloom,ActionAdventureFantasy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,Jack Davenport,Gore Verbinski Orlando Bloom ActionAdventureFantasy Johnny Depp Jack Davenport
206,Matt Birch,Toby Jones,Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part I,Alfred Enoch,Matt Birch Toby Jones Fantasy Rupert Grint Alfred Enoch
207,Francis Lawrence,Philip Seymour Hoffman,AdventureSci-FiThriller,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1,Josh Hutcherson,Francis Lawrence Philip Seymour Hoffman AdventureSci-FiThriller Jennifer Lawrence Josh Hutcherson
208,Ron Howard,Seth Gabel,MysteryThriller,Tom Hanks,The Da Vinci Code,Jürgen Prochnow,Ron Howard Seth Gabel MysteryThriller Tom Hanks Jürgen Prochnow
209,Carlos Saldanha,Rachel Crow,AdventureAnimationComedyFamilyMusical,Miguel Ferrer,Rio 2,Jeffrey Garcia,Carlos Saldanha Rachel Crow AdventureAnimationComedyFamilyMusical Miguel Ferrer Jeffrey Garcia
210,Bryan Singer,Bruce Davison,ActionAdventureFantasySci-FiThriller,Hugh Jackman,X-Men 2,Aaron Stanford,Bryan Singer Bruce Davison ActionAdventureFantasySci-FiThriller Hugh Jackman Aaron Stanford
211,Justin Lin,Vin Diesel,ActionCrimeThriller,Paul Walker,Fast Five,Dwayne Johnson,Justin Lin Vin Diesel ActionCrimeThriller Paul Walker Dwayne Johnson
212,Guy Ritchie,Eddie Marsan,ActionAdventureCrimeMysteryThriller,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows,Paul Anderson,Guy Ritchie Eddie Marsan ActionAdventureCrimeMysteryThriller Robert Downey Jr. Paul Anderson
213,Louis Leterrier,Jason Flemyng,ActionAdventureFantasy,Liam Neeson,Clash of the Titans,Alexa Davalos,Louis Leterrier Jason Flemyng ActionAdventureFantasy Liam Neeson Alexa Davalos
214,Paul Verhoeven,Rachel Ticotin,ActionSci-Fi,Ronny Cox,Total Recall,Marshall Bell,Paul Verhoeven Rachel Ticotin ActionSci-Fi Ronny Cox Marshall Bell
215,John McTiernan,Vladimir Kulich,ActionAdventureHistory,Tony Curran,The 13th Warrior,Clive Russell,John McTiernan Vladimir Kulich ActionAdventureHistory Tony Curran Clive Russell
216,Tony Gilroy,Scott Glenn,ActionAdventureThriller,Jeremy Renner,The Bourne Legacy,Stacy Keach,Tony Gilroy Scott Glenn ActionAdventureThriller Jeremy Renner Stacy Keach
217,Joel Schumacher,Vivica A. Fox,Action,Michael Gough,Batman & Robin,John Glover,Joel Schumacher Vivica A. Fox Action Michael Gough John Glover
218,Ron Howard,T.J. Thyne,ComedyFamilyFantasy,Clint Howard,How the Grinch Stole Christmas,Molly Shannon,Ron Howard T.J. Thyne ComedyFamilyFantasy Clint Howard Molly Shannon
219,Roland Emmerich,Dennis Quaid,ActionAdventureSci-FiThriller,Jake Gyllenhaal,The Day After Tomorrow,Sela Ward,Roland Emmerich Dennis Quaid ActionAdventureSci-FiThriller Jake Gyllenhaal Sela Ward
220,John Woo,Dougray Scott,ActionAdventureThriller,Tom Cruise,Mission: Impossible II,Richard Roxburgh,John Woo Dougray Scott ActionAdventureThriller Tom Cruise Richard Roxburgh
221,Wolfgang Petersen,Mary Elizabeth Mastrantonio,ActionAdventureDramaThriller,Karen Allen,The Perfect Storm,Bob Gunton,Wolfgang Petersen Mary Elizabeth Mastrantonio ActionAdventureDramaThriller Karen Allen Bob Gunton
222,Tim Story,Ioan Gruffudd,ActionAdventureSci-FiThriller,Chris Evans,Fantastic 4: Rise of the Silver Surfer,Andre Braugher,Tim Story Ioan Gruffudd ActionAdventureSci-FiThriller Chris Evans Andre Braugher
223,Ang Lee,Rafe Spall,AdventureDramaFantasy,Suraj Sharma,Life of Pi,Tabu,Ang Lee Rafe Spall AdventureDramaFantasy Suraj Sharma Tabu
224,Mark Steven Johnson,Matt Long,ActionFantasyThriller,Nicolas Cage,Ghost Rider,Peter Fonda,Mark Steven Johnson Matt Long ActionFantasyThriller Nicolas Cage Peter Fonda
225,Paul Greengrass,Riz Ahmed,ActionThriller,Matt Damon,Jason Bourne,Ato Essandoh,Paul Greengrass Riz Ahmed ActionThriller Matt Damon Ato Essandoh
226,McG,Bernie Mac,ActionAdventureComedyCrime,Demi Moore,Charlie's Angels: Full Throttle,Justin Theroux,McG Bernie Mac ActionAdventureComedyCrime Demi Moore Justin Theroux
227,Ridley Scott,Charlize Theron,AdventureMysterySci-Fi,Michael Fassbender,Prometheus,Sean Harris,Ridley Scott Charlize Theron AdventureMysterySci-Fi Michael Fassbender Sean Harris
228,Rob Minkoff,Brad Garrett,AdventureAnimationComedyFamilyFantasy,Nathan Lane,Stuart Little 2,Melanie Griffith,Rob Minkoff Brad Garrett AdventureAnimationComedyFamilyFantasy Nathan Lane Melanie Griffith
229,Neill Blomkamp,Sharlto Copley,ActionDramaSci-FiThriller,Matt Damon,Elysium,Alice Braga,Neill Blomkamp Sharlto Copley ActionDramaSci-FiThriller Matt Damon Alice Braga
230,David Twohy,Alexa Davalos,ActionAdventureSci-FiThriller,Vin Diesel,The Chronicles of Riddick,Christina Cox,David Twohy Alexa Davalos ActionAdventureSci-FiThriller Vin Diesel Christina Cox
231,José Padilha,Abbie Cornish,ActionCrimeSci-FiThriller,Gary Oldman,RoboCop,Jennifer Ehle,José Padilha Abbie Cornish ActionCrimeSci-FiThriller Gary Oldman Jennifer Ehle
232,Lana Wachowski,Kick Gurry,ActionFamilySport,Scott Porter,Speed Racer,Nicholas Elia,Lana Wachowski Kick Gurry ActionFamilySport Scott Porter Nicholas Elia
233,James L. Brooks,Domenick Lombardozzi,ComedyDramaRomance,Shelley Conn,How Do You Know,Teyonah Parris,James L. Brooks Domenick Lombardozzi ComedyDramaRomance Shelley Conn Teyonah Parris
234,James Mangold,Marc Blucas,ActionComedyRomance,Tom Cruise,Knight and Day,Jordi Mollà,James Mangold Marc Blucas ActionComedyRomance Tom Cruise Jordi Mollà
235,Joseph Kosinski,Tom Cruise,ActionAdventureMysterySci-Fi,Morgan Freeman,Oblivion,Zoë Bell,Joseph Kosinski Tom Cruise ActionAdventureMysterySci-Fi Morgan Freeman Zoë Bell
236,George Lucas,Christopher Lee,ActionAdventureFantasySci-Fi,Natalie Portman,Star Wars: Episode III - Revenge of the Sith,Hayden Christensen,George Lucas Christopher Lee ActionAdventureFantasySci-Fi Natalie Portman Hayden Christensen
237,George Lucas,Christopher Lee,ActionAdventureFantasySci-Fi,Natalie Portman,Star Wars: Episode II - Attack of the Clones,Hayden Christensen,George Lucas Christopher Lee ActionAdventureFantasySci-Fi Natalie Portman Hayden Christensen
238,Pete Docter,John Ratzenberger,AdventureAnimationComedyFamilyFantasy,Steve Buscemi,"Monsters, Inc.",James Coburn,Pete Docter John Ratzenberger AdventureAnimationComedyFamilyFantasy Steve Buscemi James Coburn
239,James Mangold,Tao Okamoto,ActionAdventureSci-FiThriller,Hugh Jackman,The Wolverine,Rila Fukushima,James Mangold Tao Okamoto ActionAdventureSci-FiThriller Hugh Jackman Rila Fukushima
